Order Date,Region,Category,Sales,Profit
18-09-2012,West,Office Supplies,7.3,2.19
21-07-2014,Central,Office Supplies,69.712,8.714
21-07-2014,Central,Furniture,8.792,-5.7148
10/9/2012,West,Office Supplies,51.52,1.5456
2/12/2014,West,Technology,470.376,52.9173
2/12/2014,West,Technology,105.584,9.2386
2/12/2014,West,Office Supplies,31.152,3.5046
2/12/2014,West,Office Supplies,6.783,-4.7481
2/12/2014,West,Technology,406.368,30.4776
3/7/2012,South,Furniture,70.98,4.9686
3/7/2012,South,Office Supplies,294.93,144.5157
21-03-2013,West,Technology,84.784,-20.1362
21-03-2013,West,Office Supplies,20.736,7.2576
21-03-2013,West,Office Supplies,16.821,-12.8961
21-03-2013,West,Office Supplies,10.368,3.6288
10/1/2011,Central,Office Supplies,9.344,1.168
10/1/2011,Central,Technology,31.2,9.75
8/8/2011,West,Office Supplies,76.12,22.0748
8/8/2011,West,Technology,1199.976,434.9913
8/8/2011,West,Technology,445.96,55.745
8/8/2011,West,Furniture,327.76,91.7728
15-07-2013,East,Office Supplies,11.632,1.0178
17-07-2013,East,Technology,143.982,-28.7964
17-07-2013,East,Technology,494.376,-115.3544
17-07-2013,East,Office Supplies,5.84,0.73
15-03-2011,South,Office Supplies,142.776,17.847
15-03-2011,South,Furniture,45.696,5.1408
15-03-2011,South,Office Supplies,7.218,-5.5338
15-03-2011,South,Office Supplies,43.188,-31.6712
15-03-2011,South,Office Supplies,131.904,47.8152
23-05-2011,East,Office Supplies,3.282,-2.6256
23-05-2011,East,Office Supplies,21.168,2.3814
23-05-2011,East,Technology,55.188,-10.1178
29-04-2013,Central,Technology,369.576,41.5773
29-04-2013,Central,Office Supplies,15.712,5.6956
12/9/2013,East,Office Supplies,8.448,2.64
12/9/2013,East,Technology,728.946,-157.9383
15-11-2014,East,Technology,119.94,15.992
15-11-2014,East,Office Supplies,3.648,-2.7968
19-08-2014,East,Furniture,40.48,15.7872
19-08-2014,East,Furniture,9.94,3.0814
19-08-2014,East,Office Supplies,107.424,33.57
19-08-2014,East,Technology,37.91,10.9939
19-08-2014,East,Furniture,88.02,27.2862
26-12-2011,Central,Office Supplies,8.69,-14.773
29-11-2012,Central,Furniture,301.96,87.5684
29-11-2012,Central,Office Supplies,555.21,178.901
29-11-2012,Central,Office Supplies,523.48,130.87
29-11-2012,Central,Office Supplies,161.82,46.9278
16-09-2014,East,Furniture,35.56,12.0904
20-05-2014,West,Office Supplies,97.16,28.1764
18-12-2014,West,Office Supplies,15.24,5.1435
18-12-2014,West,Office Supplies,13.23,6.0858
12/12/2013,West,Office Supplies,243.384,-51.7191
12/12/2013,West,Technology,119.8,29.95
12/12/2013,West,Technology,300.768,30.0768
25-09-2014,South,Technology,17.88,2.4585
25-09-2014,South,Office Supplies,235.944,85.5297
4/10/2012,South,Furniture,392.94,43.2234
16-08-2013,West,Office Supplies,18.882,-13.8468
16-08-2013,West,Office Supplies,122.328,12.2328
21-05-2013,West,Furniture,1049.2,272.792
21-05-2013,West,Office Supplies,15.424,5.0128
19-12-2013,Central,Furniture,18.84,6.0288
31-07-2014,West,Office Supplies,330.4,85.904
31-07-2014,West,Office Supplies,26.25,12.6
11/6/2014,Central,Technology,132.52,54.3332
22-07-2014,East,Office Supplies,6.48,3.1752
31-12-2014,Central,Office Supplies,209.3,56.511
2/4/2013,West,Office Supplies,31.56,9.8625
2/4/2013,West,Office Supplies,30.144,3.0144
12/12/2013,West,Furniture,14.8,6.068
12/12/2013,West,Technology,302.376,22.6782
12/12/2013,West,Technology,316,31.6
24-10-2013,East,Office Supplies,379.4,178.318
20-06-2014,East,Office Supplies,97.82,45.9754
20-06-2014,East,Technology,103.12,10.312
23-08-2013,East,Office Supplies,113.552,8.5164
23-08-2013,East,Office Supplies,3.318,-2.6544
23-08-2013,East,Office Supplies,134.288,45.3222
20-09-2013,Central,Furniture,701.372,-50.098
20-09-2013,Central,Office Supplies,2.308,-3.462
24-08-2012,Central,Office Supplies,999.432,124.929
24-08-2012,Central,Office Supplies,724.08,-135.765
24-08-2012,Central,Furniture,918.785,-118.1295
24-08-2012,Central,Office Supplies,2.724,-4.2222
27-03-2013,East,Office Supplies,459.95,18.398
5/11/2013,South,Office Supplies,10.74,5.2626
9/6/2014,Central,Office Supplies,23.76,2.079
9/6/2014,Central,Office Supplies,85.056,28.7064
9/6/2014,Central,Technology,381.576,28.6182
24-12-2011,East,Furniture,30.36,8.7285
10/6/2014,Central,Furniture,23.976,-14.3856
10/6/2014,Central,Furniture,108.925,-71.8905
10/6/2014,Central,Office Supplies,36.352,11.36
16-06-2014,Central,Office Supplies,19.56,1.7115
6/12/2014,Central,Office Supplies,61.44,16.5888
6/12/2014,Central,Office Supplies,38.9,17.505
6/12/2014,Central,Technology,99.39,40.7499
19-03-2014,Central,Office Supplies,2.688,-7.392
19-03-2014,Central,Technology,27.816,4.5201
19-03-2014,Central,Furniture,82.524,-41.262
19-03-2014,Central,Office Supplies,182.994,-320.2395
20-11-2013,East,Office Supplies,14.352,4.6644
20-11-2013,East,Office Supplies,64.96,2.5984
20-11-2013,East,Office Supplies,68.6,18.522
5/11/2014,South,Technology,7999.98,-3839.9904
5/11/2014,South,Office Supplies,167.44,14.651
5/7/2011,South,Technology,479.97,163.1898
5/7/2011,South,Office Supplies,14.62,6.8714
5/7/2011,South,Office Supplies,19.44,9.3312
26-12-2014,East,Furniture,191.984,4.7996
21-06-2011,South,Furniture,104.01,14.5614
21-06-2011,South,Technology,284.82,74.0532
21-06-2011,South,Office Supplies,36.84,10.3152
28-03-2012,West,Technology,166.24,24.936
28-03-2012,West,Office Supplies,33.4,16.032
14-05-2012,East,Office Supplies,198.272,17.3488
14-05-2012,East,Office Supplies,47.36,17.76
14-05-2012,East,Office Supplies,200.984,62.8075
14-05-2012,East,Office Supplies,97.696,31.7512
14-05-2012,East,Office Supplies,2.696,0.8088
14-05-2012,East,Office Supplies,18.588,-13.6312
14-05-2012,East,Office Supplies,4.896,-3.4272
3/9/2014,East,Furniture,15.072,4.1448
5/11/2013,West,Furniture,209.88,35.6796
9/4/2012,West,Furniture,369.912,-13.8717
12/9/2011,South,Office Supplies,10.368,3.6288
12/9/2011,South,Office Supplies,166.84,18.7695
12/9/2011,South,Technology,15.216,2.2824
2/12/2011,East,Technology,119.96,52.7824
2/12/2011,East,Furniture,883.92,-110.49
2/12/2011,East,Office Supplies,46.72,15.768
5/4/2011,East,Office Supplies,55.48,26.6304
4/9/2014,South,Office Supplies,24.448,8.8624
20-05-2014,East,Office Supplies,281.34,109.7226
20-05-2014,East,Technology,307.98,89.3142
20-05-2014,East,Technology,299.97,113.9886
1/7/2011,West,Office Supplies,19.92,6.972
12/1/2011,East,Furniture,9.94,3.0814
25-09-2014,East,Furniture,103.056,24.4758
2/6/2011,West,Office Supplies,59.808,19.4376
2/6/2011,West,Furniture,73.32,21.996
13-02-2013,West,Office Supplies,146.82,73.41
16-12-2013,Central,Furniture,1652.94,231.4116
16-12-2013,Central,Office Supplies,296.37,80.0199
7/10/2011,East,Furniture,129.92,21.112
8/7/2013,South,Office Supplies,45.584,5.1282
17-09-2014,Central,Office Supplies,17.568,6.3684
17-09-2014,Central,Technology,55.992,5.5992
4/12/2013,East,Office Supplies,182.72,84.0512
4/12/2013,East,Furniture,400.032,-153.3456
4/12/2013,East,Office Supplies,33.63,10.089
4/12/2013,East,Furniture,542.646,102.4998
4/12/2013,East,Office Supplies,6.3,3.024
22-01-2014,West,Office Supplies,242.94,9.7176
22-01-2014,West,Technology,179.97,86.3856
22-01-2014,West,Office Supplies,99.696,33.6474
22-01-2014,West,Office Supplies,27.936,9.4284
22-01-2014,West,Furniture,84.98,18.6956
22-01-2014,West,Office Supplies,18.72,6.552
8/9/2011,West,Technology,49.98,8.4966
5/1/2011,Central,Office Supplies,11.784,4.2717
5/1/2011,Central,Office Supplies,272.736,-64.7748
5/1/2011,Central,Office Supplies,3.54,-5.487
28-08-2013,Central,Office Supplies,51.52,-10.948
28-08-2013,Central,Office Supplies,3.528,1.1466
28-08-2013,Central,Office Supplies,4.624,1.6762
28-08-2013,Central,Office Supplies,55.168,6.2064
27-05-2011,West,Furniture,567.12,-28.356
27-05-2011,West,Office Supplies,359.32,7.1864
21-03-2013,Central,Technology,11.992,0.8994
3/10/2014,Central,Office Supplies,58.05,26.703
3/10/2014,Central,Furniture,157.74,56.7864
3/10/2014,Central,Office Supplies,56.98,22.792
3/10/2014,Central,Office Supplies,2.88,1.4112
8/4/2013,West,Technology,1199.976,374.9925
7/12/2012,West,Furniture,79.92,28.7712
19-09-2013,South,Furniture,383.438,-167.3184
29-12-2011,Central,Office Supplies,24.56,6.8768
29-12-2011,Central,Technology,119.8,47.92
24-07-2014,East,Office Supplies,13.128,4.2666
19-09-2014,Central,Office Supplies,22.72,10.224
31-08-2012,West,Office Supplies,58.32,27.9936
4/11/2014,South,Office Supplies,12.39,5.6994
8/2/2012,East,Technology,107.982,-26.9955
14-01-2011,South,Office Supplies,11.36,5.3392
14-01-2011,South,Office Supplies,50.94,25.47
14-01-2011,South,Technology,646.74,258.696
14-01-2011,South,Office Supplies,5.64,2.7072
14-01-2011,South,Office Supplies,572.58,34.3548
14-05-2011,South,Furniture,310.88,23.316
20-05-2013,South,Furniture,641.96,179.7488
31-01-2014,Central,Office Supplies,18.28,9.14
31-01-2014,Central,Technology,207,51.75
31-01-2014,Central,Office Supplies,32.35,16.175
31-01-2014,Central,Office Supplies,7.71,3.4695
31-01-2014,Central,Office Supplies,40.3,10.881
31-01-2014,Central,Furniture,34.58,14.5236
29-06-2011,East,Office Supplies,32.76,3.6855
21-08-2012,West,Furniture,544.008,40.8006
21-08-2012,West,Office Supplies,59.94,28.1718
21-08-2012,West,Office Supplies,23.92,11.7208
21-08-2012,West,Office Supplies,4.28,1.926
3/10/2012,East,Office Supplies,32.07,-22.449
3/10/2012,East,Technology,24,-2.7
3/10/2012,East,Furniture,35.49,-15.6156
3/10/2012,East,Technology,47.984,0.5998
23-05-2012,South,Office Supplies,186.69,87.7443
18-03-2014,West,Office Supplies,17.456,5.8914
12/12/2012,West,Furniture,348.928,34.8928
26-06-2012,South,Office Supplies,143.96,69.1008
26-06-2012,South,Office Supplies,15.42,4.1634
26-06-2012,South,Office Supplies,43.04,21.0896
26-06-2012,South,Furniture,332.94,79.9056
21-05-2013,South,Technology,1363.96,85.2475
20-09-2011,West,Office Supplies,9.96,4.5816
20-09-2011,West,Office Supplies,21.72,10.6428
22-09-2014,Central,Office Supplies,20.16,9.8784
24-12-2012,East,Office Supplies,132.79,63.7392
24-12-2012,East,Office Supplies,12.96,6.2208
24-12-2012,East,Office Supplies,21.56,10.3488
27-11-2012,West,Furniture,283.92,17.745
21-02-2014,West,Furniture,22.23,7.3359
21-02-2014,West,Technology,215.968,18.8972
19-08-2013,East,Office Supplies,355.32,99.4896
13-03-2013,South,Office Supplies,12.96,6.2208
23-04-2014,West,Furniture,18.28,6.2152
1/11/2011,West,Office Supplies,43.176,4.3176
1/11/2011,West,Technology,1983.968,247.996
3/2/2012,Central,Furniture,28.4,11.076
3/2/2012,Central,Technology,149.97,50.9898
13-10-2011,West,Office Supplies,11.52,3.2256
13-10-2011,West,Furniture,1298.55,311.652
13-10-2011,West,Office Supplies,213.92,62.0368
13-10-2011,West,Technology,25.78,2.578
15-05-2014,West,Furniture,18.28,6.2152
15-05-2014,West,Technology,1399.93,601.9699
20-03-2012,Central,Office Supplies,51.84,24.8832
16-09-2013,East,Office Supplies,5.344,1.8704
28-06-2011,East,Office Supplies,41.472,14.5152
28-06-2011,East,Office Supplies,3.168,-2.4288
28-06-2011,East,Furniture,1228.465,0
28-06-2011,East,Office Supplies,31.086,-22.7964
28-06-2011,East,Office Supplies,335.52,117.432
21-06-2014,East,Technology,239.97,71.991
21-06-2014,East,Office Supplies,9.82,4.8118
9/5/2011,West,Technology,67.8,4.068
9/5/2011,West,Technology,167.97,40.3128
22-08-2014,Central,Office Supplies,35,16.8
22-08-2014,Central,Office Supplies,37.24,10.7996
22-08-2014,Central,Office Supplies,15.28,7.4872
17-06-2014,South,Furniture,301.96,90.588
17-06-2014,South,Office Supplies,180.66,50.5848
17-06-2014,South,Technology,191.98,51.8346
17-06-2014,South,Technology,65.99,17.1574
24-07-2013,South,Office Supplies,35.216,2.6412
24-07-2013,South,Office Supplies,23.696,6.5164
24-07-2013,South,Technology,265.475,-111.4995
8/9/2011,Central,Office Supplies,51.184,-79.3352
5/11/2014,South,Office Supplies,9.664,3.2616
8/3/2013,Central,Technology,21.072,1.5804
20-11-2012,East,Office Supplies,60.45,16.3215
20-11-2012,East,Office Supplies,11.52,3.3408
20-11-2012,East,Furniture,186.048,9.3024
8/11/2013,West,Office Supplies,37.44,11.7
8/11/2013,West,Office Supplies,26.976,8.7672
8/11/2013,West,Office Supplies,11.36,3.2944
8/11/2013,West,Office Supplies,14.62,6.8714
13-10-2012,South,Technology,83.72,23.4416
13-10-2012,South,Furniture,287.94,77.7438
2/1/2014,East,Furniture,48.896,8.5568
8/2/2011,East,Technology,115.36,49.6048
21-06-2013,West,Office Supplies,5.16,1.3416
21-06-2013,West,Office Supplies,38.88,18.6624
29-05-2013,South,Office Supplies,185.88,50.1876
19-02-2013,East,Furniture,44.46,14.6718
19-02-2013,East,Office Supplies,242.94,9.7176
3/8/2011,East,Office Supplies,39.96,18.7812
3/8/2011,East,Office Supplies,102.3,26.598
3/8/2011,East,Office Supplies,21.36,5.7672
11/4/2014,East,Office Supplies,7.61,3.5767
11/4/2014,East,Office Supplies,7.16,3.58
9/6/2011,West,Office Supplies,7.36,0.1472
9/6/2011,West,Office Supplies,23.1,10.626
5/1/2013,South,Technology,191.472,40.6878
5/1/2013,South,Office Supplies,5.248,0.5904
5/1/2013,South,Technology,59.184,5.1786
11/1/2011,South,Office Supplies,2.89,1.3583
11/1/2011,South,Furniture,51.94,21.2954
30-09-2013,East,Office Supplies,15.936,5.1792
6/4/2011,East,Office Supplies,44.91,-35.928
4/9/2013,East,Office Supplies,1141.47,-760.98
4/9/2013,East,Technology,280.782,-46.797
19-10-2012,East,Office Supplies,34.44,17.22
10/12/2011,East,Office Supplies,11.36,5.2256
10/12/2011,East,Office Supplies,106.344,37.2204
26-08-2014,South,Office Supplies,192.16,67.256
17-01-2013,East,Furniture,322.59,64.518
17-01-2013,East,Technology,29.99,13.1956
17-01-2013,East,Technology,371.97,66.9546
17-09-2011,East,Office Supplies,5.892,-4.1244
1/12/2014,East,Office Supplies,68.472,23.1093
1/12/2014,East,Furniture,1242.9,262.39
9/10/2012,South,Office Supplies,30.84,8.3268
24-12-2014,West,Office Supplies,13.48,5.9312
23-10-2013,Central,Furniture,31.4,10.048
29-04-2011,East,Furniture,17.46,5.9364
25-04-2012,West,Office Supplies,13.944,4.5318
27-06-2014,West,Office Supplies,83.76,1.6752
15-10-2014,East,Office Supplies,37.66,18.4534
9/12/2011,West,Office Supplies,34.68,16.9932
21-06-2014,East,Technology,149.95,14.995
21-06-2014,East,Office Supplies,51.312,18.6006
27-06-2014,Central,Office Supplies,4.54,2.043
27-06-2014,Central,Office Supplies,15.92,5.4128
27-06-2014,Central,Technology,543.92,135.98
11/11/2013,West,Office Supplies,155.82,42.0714
11/11/2013,West,Office Supplies,70.008,24.5028
4/10/2013,Central,Office Supplies,15.648,5.0856
9/9/2011,Central,Office Supplies,103.6,51.8
30-10-2014,East,Office Supplies,46.96,22.5408
11/4/2013,East,Office Supplies,8.904,-6.5296
12/11/2014,Central,Office Supplies,10.44,3.393
12/11/2014,Central,Office Supplies,18.336,-32.088
16-09-2014,Central,Technology,323.976,20.2485
9/4/2013,West,Office Supplies,20.04,9.6192
9/4/2013,West,Office Supplies,64.96,2.5984
9/4/2013,West,Office Supplies,12.96,6.2208
31-12-2014,East,Furniture,323.136,12.1176
31-12-2014,East,Technology,90.93,2.7279
31-12-2014,East,Office Supplies,52.776,19.791
3/9/2014,Central,Technology,1199.8,323.946
3/9/2014,Central,Technology,1928.78,829.3754
3/9/2014,Central,Office Supplies,352.38,81.0474
31-05-2012,East,Furniture,22.2,9.102
28-11-2014,Central,Furniture,46.94,19.2454
28-11-2014,Central,Technology,143.73,56.0547
15-06-2011,Central,Furniture,99.918,-18.5562
15-06-2011,Central,Furniture,797.944,-56.996
15-06-2011,Central,Office Supplies,8.568,-14.5656
6/3/2013,Central,Office Supplies,149.352,50.4063
6/3/2013,Central,Office Supplies,12.992,-0.812
5/12/2011,South,Office Supplies,24.56,6.8768
11/4/2012,East,Technology,85.14,34.9074
11/4/2012,East,Technology,21.99,10.5552
11/4/2012,East,Office Supplies,406.6,113.848
16-09-2013,East,Office Supplies,841.568,294.5488
13-09-2011,East,Office Supplies,15.552,5.4432
13-09-2011,East,Technology,252,53.55
5/10/2012,South,Office Supplies,46.2,12.936
5/10/2012,South,Office Supplies,28.84,9.5172
15-04-2014,East,Office Supplies,14.592,2.5536
15-04-2014,East,Office Supplies,89.856,21.3408
15-04-2014,East,Office Supplies,13.872,5.0286
3/9/2014,East,Office Supplies,12.192,4.1148
21-06-2013,East,Office Supplies,45.056,15.2064
21-06-2013,East,Office Supplies,29.718,-21.7932
21-06-2013,East,Office Supplies,15.552,5.4432
21-06-2013,East,Office Supplies,447.696,33.5772
6/11/2014,West,Technology,159.99,54.3966
13-12-2012,West,Office Supplies,12.96,6.2208
13-12-2012,West,Office Supplies,134.48,34.9648
20-06-2013,West,Office Supplies,17.12,8.0464
14-12-2013,West,Office Supplies,6.096,2.2098
14-12-2013,West,Furniture,1114.272,41.7852
29-05-2012,West,Office Supplies,32.4,15.552
29-05-2012,West,Office Supplies,540.57,140.5482
29-05-2012,West,Office Supplies,167.76,62.91
26-07-2012,West,Furniture,393.165,-204.4458
29-11-2014,East,Furniture,516.488,-12.9122
29-11-2014,East,Furniture,1007.232,75.5424
29-11-2014,East,Furniture,2065.32,-619.596
29-11-2014,East,Office Supplies,15.552,5.4432
29-11-2014,East,Office Supplies,25.344,7.92
4/4/2014,East,Furniture,25.472,7.6416
29-12-2014,Central,Office Supplies,27.168,2.7168
29-12-2014,Central,Furniture,78.8528,-11.596
1/12/2014,South,Office Supplies,173.8,43.45
16-05-2014,West,Technology,29.592,2.5893
16-05-2014,West,Office Supplies,4.752,-3.168
16-05-2014,West,Office Supplies,15.552,5.6376
22-09-2012,West,Furniture,204.6,53.196
15-11-2014,West,Furniture,321.568,28.1372
27-11-2012,South,Office Supplies,6.24,3.0576
2/9/2013,West,Office Supplies,21.88,10.94
22-09-2011,South,Office Supplies,4.608,1.6704
10/4/2014,East,Office Supplies,9.82,4.8118
10/4/2014,East,Office Supplies,35.97,9.7119
10/4/2014,East,Office Supplies,12.96,6.2208
10/4/2014,East,Office Supplies,191.6,91.968
10/4/2014,East,Office Supplies,8.64,4.2336
10/4/2014,East,Office Supplies,501.81,0
17-01-2011,East,Furniture,127.104,28.5984
17-01-2011,East,Technology,124.2,-31.05
17-01-2011,East,Office Supplies,18.588,-13.6312
17-01-2011,East,Office Supplies,30.072,10.1493
6/10/2014,East,Technology,160.93,3.2186
6/10/2014,East,Office Supplies,75.792,25.5798
10/7/2014,West,Office Supplies,1.08,-0.792
8/1/2014,Central,Technology,3059.982,679.996
31-05-2013,South,Office Supplies,3.282,-2.6256
9/12/2012,Central,Office Supplies,34.02,16.6698
4/10/2013,East,Furniture,599.292,93.2232
11/11/2011,West,Office Supplies,3.392,0.8056
11/11/2011,West,Technology,559.984,55.9984
11/11/2011,West,Furniture,603.92,75.49
30-09-2014,Central,Office Supplies,7.968,2.5896
30-09-2014,Central,Office Supplies,27.968,9.4392
30-09-2014,Central,Technology,336.51,44.868
10/3/2012,Central,Office Supplies,1.112,-1.8904
22-05-2014,East,Furniture,520.05,72.807
22-05-2014,East,Office Supplies,17.97,5.2113
29-03-2012,South,Furniture,1166.92,131.2785
10/9/2013,East,Office Supplies,14.624,5.484
27-08-2013,West,Office Supplies,10.23,4.9104
27-08-2013,West,Office Supplies,154.9,69.705
